record_id,atm_id,date,city,location_type,day_of_week,month,is_weekend,is_holiday,festival,temperature,transaction_count,average_withdrawal,withdrawal_amount,deposit_amount,opening_cash,cash_remaining,cash_out,replenishment_required,next_day_cash_requirement
6050,ATM004,2025-03-25,Pune,Market,Tuesday,3,0,0,None,23.75,323,4106.0,1326238.0,146297.18,2500000,1320059.18,0,0,1588749.74
6051,ATM003,2024-09-14,Bengaluru,College,Saturday,9,1,0,None,21.03,270,5337.0,1440990.0,131048.42,2500000,1190058.42,0,0,1583471.41
6052,ATM016,2024-05-14,Kolkata,Bus Stand,Tuesday,5,0,1,None,30.86,210,5480.0,1150800.0,169995.53,1500000,519195.53,0,0,1342696.67
6053,ATM031,2024-08-07,Jaipur,Hospital,Wednesday,8,0,0,None,20.65,87,4455.0,387585.0,38122.54,1500000,1150537.54,0,0,345165.36
6054,ATM028,2024-07-03,Pune,Residential,Wednesday,7,0,0,None,29.11,126,5412.0,681912.0,43865.97,1500000,861953.97,0,0,704579.93
6055,ATM004,2025-10-31,Hyderabad,Hospital,Friday,10,0,0,None,25.72,163,3885.0,742585.83,114048.91,2500000,1871463.08,0,0,890417.36
6056,ATM034,2025-08-11,Kolkata,Railway Station,Monday,8,0,0,None,41.57,227,2131.0,483737.0,63217.96,1500000,1079480.96,0,0,443110.66
6057,ATM003,2024-10-11,Hyderabad,Hospital,Friday,10,0,0,None,17.56,234,4165.0,1314654.34,98530.01,3000000,1783875.67,0,0,1475871.01
6058,ATM027,2024-09-14,Kolkata,Market,Saturday,9,1,1,None,22.65,326,4033.0,1314758.0,174532.52,2000000,859774.52,0,0,1906695.04
6059,ATM007,2025-02-18,Chennai,Mall,Tuesday,2,0,0,None,26.47,389,4666.0,1815074.0,263544.55,2000000,448470.55,0,1,2078558.44
6060,ATM032,2024-02-26,Delhi,Market,Monday,2,0,0,None,20.96,317,1630.0,516710.0,35440.37,2500000,2018730.37,0,0,487266.02
6061,ATM009,2024-04-29,Bengaluru,Market,Monday,4,0,0,None,26.49,233,4571.0,1065043.0,171279.67,3000000,2106236.67,0,0,915034.21
6062,ATM035,2024-11-29,Pune,Market,Friday,11,0,0,Christmas,35.32,502,2292.0,1446089.99,54690.56,3000000,1608600.57,0,0,1750280.97
6063,ATM029,2024-05-24,Hyderabad,Hospital,Friday,5,0,0,Eid,40.68,314,3424.0,1075136.0,35128.77,3000000,1959992.77,0,0,1495961.2
6064,ATM029,2025-04-18,Bengaluru,Hospital,Friday,4,0,0,Dussehra,25.24,357,4707.0,1680399.0,285006.38,1500000,104607.38,0,1,1878984.52
6065,ATM021,2025-06-18,Pune,Market,Wednesday,6,0,0,None,17.41,304,1793.0,545072.0,20015.65,2000000,1474943.65,0,0,613761.63
6066,ATM021,2024-10-04,Mumbai,Bus Stand,Friday,10,0,0,None,33.62,169,2053.0,419529.62,43820.43,3000000,2624290.81,0,0,381346.18
6067,ATM008,2024-05-26,Jaipur,Mall,Sunday,5,1,0,None,34.43,274,2259.0,618966.0,63424.12,3000000,2444458.12,0,0,666232.38
6068,ATM004,2025-11-12,Pune,Railway Station,Wednesday,11,0,0,None,38.17,268,1721.0,622446.14,90731.84,2000000,1468285.7,0,0,646999.46
6069,ATM021,2024-09-22,Jaipur,Mall,Sunday,9,1,0,None,21.65,289,6037.0,1744693.0,76312.83,3000000,1331619.83,0,0,2066327.69
6070,ATM014,2024-09-16,Mumbai,Railway Station,Monday,9,0,0,Diwali,15.49,334,3480.0,1162320.0,188975.75,1500000,526655.75,0,0,1635500.04
6071,ATM026,2025-08-03,Mumbai,College,Sunday,8,1,0,Christmas,21.64,457,3462.0,1582134.0,49278.55,3000000,1467144.55,0,0,2269972.75
6072,ATM006,2025-07-05,Jaipur,Residential,Saturday,7,1,0,None,19.46,172,3799.0,653428.0,110020.25,2500000,1956592.25,0,0,622657.21
6073,ATM005,2024-02-05,Pune,Mall,Monday,2,0,0,None,30.46,368,2057.0,756976.0,112747.55,1000000,355771.55,0,1,783636.67
6074,ATM013,2024-06-01,Pune,College,Saturday,6,1,0,None,20.21,233,2424.0,564792.0,42269.54,1000000,477477.54,0,1,661537.77
6075,ATM036,2024-03-14,Jaipur,College,Thursday,3,0,0,None,38.62,138,5300.0,731400.0,54944.2,1500000,823544.2,0,0,720190.24
6076,ATM005,2024-06-30,Kolkata,Mall,Sunday,6,1,0,None,22.69,455,4671.0,2125305.0,342708.3,3000000,1217403.3,0,0,2725421.01
6077,ATM006,2024-05-13,Hyderabad,Mall,Monday,5,0,0,None,23.85,178,2774.0,493772.0,20792.02,3000000,2527020.02,0,0,461206.07
6078,ATM014,2025-07-13,Jaipur,Railway Station,Sunday,7,1,0,None,15.46,302,3424.0,1034048.0,131822.86,3000000,2097774.86,0,0,1179628.67
6079,ATM039,2025-12-11,Kolkata,Business Area,Thursday,12,0,0,None,21.13,295,5068.0,1999636.07,283092.72,2000000,283456.65,0,1,2150018.75
6080,ATM002,2025-07-17,Hyderabad,College,Thursday,7,0,0,None,18.72,202,2535.0,512070.0,89748.05,2000000,1577678.05,0,0,544411.65
6081,ATM018,2024-01-07,Chennai,Business Area,Sunday,1,1,0,None,25.4,381,2152.0,819912.0,48373.9,1500000,728461.9,0,0,1044272.56
6082,ATM038,2025-06-08,Hyderabad,College,Sunday,6,1,0,None,24.75,186,4567.0,849462.0,66733.54,3000000,2217271.54,0,0,1006644.9
6083,ATM009,2024-06-22,Kolkata,Mall,Saturday,6,1,0,None,22.0,331,3160.0,1045960.0,54583.86,2000000,1008623.86,0,0,1168912.82
6084,ATM028,2024-04-21,Chennai,Railway Station,Sunday,4,1,0,None,34.83,344,4349.0,1496056.0,140830.87,1500000,144774.87,0,1,1434392.79
6085,ATM008,2025-11-18,Chennai,Business Area,Tuesday,11,0,0,None,18.77,271,4944.0,1631025.9,217296.34,1000000,0.0,1,1,1678440.95
6086,ATM008,2024-08-04,Kolkata,Hospital,Sunday,8,1,0,Diwali,34.98,316,2460.0,777360.0,32252.34,3000000,2254892.34,0,0,1045187.87
6087,ATM037,2025-07-16,Chennai,Market,Wednesday,7,0,0,Dussehra,28.7,448,3293.0,1475264.0,89978.7,3000000,1614714.7,0,0,1877296.99
6088,ATM005,2024-07-11,Mumbai,Residential,Thursday,7,0,0,None,37.19,85,2824.0,240040.0,7844.98,3000000,2767804.98,0,0,216909.28
6089,ATM037,2025-02-20,Mumbai,Mall,Thursday,2,0,0,None,22.18,279,4103.0,1144737.0,192805.0,3000000,2048068.0,0,0,1141966.96
6090,ATM035,2024-09-11,Kolkata,Market,Wednesday,9,0,0,None,24.78,335,5202.0,1742670.0,179314.91,3000000,1436644.91,0,0,1746979.62
6091,ATM003,2025-04-13,Pune,Business Area,Sunday,4,1,0,Holi,30.36,371,3640.0,1350440.0,95890.11,1500000,245450.11,0,1,1858043.41
6092,ATM037,2025-06-26,Pune,Bus Stand,Thursday,6,0,0,None,28.89,87,6282.0,546534.0,31624.94,2500000,1985090.94,0,0,470155.01
6093,ATM010,2025-08-13,Delhi,Business Area,Wednesday,8,0,0,None,39.5,213,2752.0,586176.0,99051.53,2000000,1512875.53,0,0,611995.99
6094,ATM036,2024-02-07,Mumbai,Bus Stand,Wednesday,2,0,0,None,27.52,218,6223.0,1356614.0,152636.45,1500000,296022.45,0,1,1544767.78
6095,ATM013,2025-10-24,Mumbai,College,Friday,10,0,0,None,39.18,180,4425.0,1028407.05,88729.14,3000000,2060322.09,0,0,1133456.09
6096,ATM007,2024-10-06,Delhi,Railway Station,Sunday,10,1,0,None,37.54,411,4288.0,2362977.9,185858.85,2500000,322880.95,0,1,2575333.69
6097,ATM013,2025-10-29,Bengaluru,Residential,Wednesday,10,0,1,None,20.13,220,5144.0,1261315.61,164515.69,1000000,0.0,1,1,1656367.73
6098,ATM023,2025-08-30,Pune,Residential,Saturday,8,1,0,None,36.74,193,4972.0,959596.0,84778.47,3000000,2125182.47,0,0,1123003.02
6099,ATM038,2024-03-01,Kolkata,Business Area,Friday,3,0,0,None,18.32,258,4646.0,1198668.0,56881.59,2000000,858213.59,0,0,1383371.22
6100,ATM012,2024-06-19,Chennai,College,Wednesday,6,0,0,None,39.15,230,4922.0,1132060.0,35915.21,2000000,903855.21,0,0,1168690.35
6101,ATM023,2024-06-26,Bengaluru,College,Wednesday,6,0,0,None,15.62,157,3865.0,606805.0,37725.79,1000000,430920.79,0,1,686091.54
6102,ATM018,2025-06-30,Hyderabad,Residential,Monday,6,0,0,None,34.44,96,5867.0,563232.0,26134.99,2000000,1462902.99,0,0,542445.62
6103,ATM021,2025-03-27,Pune,Hospital,Thursday,3,0,0,None,26.67,134,5052.0,676968.0,81074.39,1000000,404106.39,0,1,725955.47
6104,ATM033,2025-08-17,Jaipur,Railway Station,Sunday,8,1,0,None,32.51,217,4409.0,956753.0,167358.36,1000000,210605.36,0,1,1046523.78
6105,ATM018,2025-03-09,Jaipur,Bus Stand,Sunday,3,1,0,None,20.81,235,1553.0,364955.0,41967.75,2500000,2177012.75,0,0,342434.79
6106,ATM022,2024-12-11,Delhi,Mall,Wednesday,12,0,0,None,33.76,207,3094.0,835069.47,143341.87,2000000,1308272.4,0,0,962405.26
6107,ATM015,2024-04-01,Jaipur,Hospital,Monday,4,0,1,Dussehra,41.33,419,4960.0,2078240.0,279156.61,1000000,0.0,1,1,2816215.67
6108,ATM033,2024-12-30,Chennai,Bus Stand,Monday,12,0,0,None,15.55,117,4704.0,728460.38,112133.84,1000000,383673.46,0,1,650385.36
6109,ATM034,2024-11-23,Bengaluru,Residential,Saturday,11,1,0,None,20.6,156,2186.0,379038.0,51323.68,3000000,2672285.68,0,0,469479.5
6110,ATM022,2025-04-25,Jaipur,Bus Stand,Friday,4,0,0,None,26.31,88,4545.0,399960.0,62336.61,1500000,1162376.61,0,0,342557.06
6111,ATM006,2024-04-02,Pune,Residential,Tuesday,4,0,0,None,38.62,124,5349.0,663276.0,36285.27,1500000,873009.27,0,0,736294.29
6112,ATM003,2024-03-22,Mumbai,Bus Stand,Friday,3,0,0,None,30.26,192,3598.0,690816.0,31923.19,1000000,341107.19,0,1,785850.42
6113,ATM009,2025-04-19,Mumbai,College,Saturday,4,1,0,None,40.77,175,3085.0,539875.0,76938.05,3000000,2537063.05,0,0,550831.32
6114,ATM011,2025-07-05,Bengaluru,Business Area,Saturday,7,1,0,None,26.2,253,6383.0,1614899.0,112189.74,1500000,0.0,1,1,1709024.58
6115,ATM007,2025-06-28,Pune,Railway Station,Saturday,6,1,0,None,23.57,295,5322.0,1569990.0,114347.7,2500000,1044357.7,0,0,1507150.42
6116,ATM029,2024-07-08,Jaipur,Bus Stand,Monday,7,0,0,Dussehra,40.38,342,3155.0,1079010.0,52428.08,3000000,1973418.08,0,0,1322856.07
6117,ATM029,2024-03-16,Bengaluru,Railway Station,Saturday,3,1,0,None,20.13,334,2687.0,897458.0,124390.81,2000000,1226932.81,0,0,944157.4
6118,ATM011,2024-08-12,Jaipur,Railway Station,Monday,8,0,0,Christmas,30.91,465,1665.0,774225.0,54710.4,1000000,280485.4,0,1,856641.55
6119,ATM022,2025-07-07,Pune,Mall,Monday,7,0,0,Holi,20.85,312,3495.0,1090440.0,92885.84,1000000,2445.84,1,1,1273169.04
6120,ATM009,2025-06-01,Jaipur,Business Area,Sunday,6,1,0,Dussehra,23.66,449,3842.0,1725058.0,61449.61,1000000,0.0,1,1,2086206.19
6121,ATM005,2024-01-04,Jaipur,College,Thursday,1,0,0,None,27.4,81,2065.0,167265.0,22051.2,2500000,2354786.2,0,0,184122.21
6122,ATM025,2025-12-04,Jaipur,Railway Station,Thursday,12,0,0,Eid,37.21,461,5542.0,3400232.01,445341.64,1500000,0.0,1,1,3956158.15
6123,ATM003,2025-12-21,Jaipur,Market,Sunday,12,1,0,None,34.29,404,5870.0,3170197.9,394171.1,1000000,0.0,1,1,3509257.76
6124,ATM037,2025-06-07,Chennai,Railway Station,Saturday,6,1,0,None,29.05,223,3050.0,680150.0,61602.7,1500000,881452.7,0,0,696486.94
6125,ATM033,2024-07-14,Mumbai,College,Sunday,7,1,0,Christmas,36.34,343,4600.0,1577800.0,109045.77,2500000,1031245.77,0,0,2048208.15
6126,ATM017,2024-11-25,Pune,Railway Station,Monday,11,0,0,None,34.64,193,4194.0,894932.27,67808.76,2500000,1672876.49,0,0,906675.28
6127,ATM034,2025-06-17,Hyderabad,Market,Tuesday,6,0,0,None,35.3,298,4213.0,1255474.0,87017.4,2000000,831543.4,0,0,1146678.7
6128,ATM002,2024-05-10,Bengaluru,Railway Station,Friday,5,0,0,None,23.2,270,5209.0,1406430.0,224801.79,1000000,0.0,1,1,1672296.68
6129,ATM012,2025-12-25,Hyderabad,Railway Station,Thursday,12,0,0,None,33.26,363,1992.0,938026.32,62742.08,2500000,1624715.76,0,0,1081642.81
6130,ATM012,2025-11-06,Hyderabad,Hospital,Thursday,11,0,0,None,29.46,155,1760.0,353443.24,52702.88,2500000,2199259.64,0,0,375506.34
6131,ATM027,2024-11-20,Jaipur,Railway Station,Wednesday,11,0,1,None,29.28,334,4079.0,1785256.12,82774.82,1500000,0.0,1,1,1707900.36
6132,ATM009,2024-03-28,Kolkata,Market,Thursday,3,0,0,None,23.91,153,3006.0,459918.0,24155.02,2500000,2064237.02,0,0,495872.45
6133,ATM015,2024-06-21,Mumbai,Railway Station,Friday,6,0,0,None,36.11,237,5878.0,1393086.0,224891.68,1000000,0.0,1,1,1213166.67
6134,ATM035,2024-11-12,Delhi,Residential,Tuesday,11,0,0,None,22.5,117,6188.0,944989.66,107780.6,2000000,1162790.94,0,0,911268.66
6135,ATM003,2025-03-25,Chennai,Hospital,Tuesday,3,0,0,None,36.06,81,1810.0,146610.0,19546.59,3000000,2872936.59,0,0,131463.03
6136,ATM009,2024-11-02,Hyderabad,Mall,Saturday,11,1,1,None,20.94,454,1501.0,836786.67,64986.91,2500000,1728200.24,0,0,879741.78
6137,ATM008,2025-08-15,Chennai,Residential,Friday,8,0,1,None,21.88,242,2307.0,558294.0,48121.6,1000000,489827.6,0,1,743414.68
6138,ATM008,2025-06-05,Bengaluru,Hospital,Thursday,6,0,0,None,19.59,108,3337.0,360396.0,47068.94,1500000,1186672.94,0,0,400303.15
6139,ATM037,2025-01-16,Delhi,Mall,Thursday,1,0,0,None,15.69,214,3094.0,662116.0,107070.36,1500000,944954.36,0,0,729936.35
6140,ATM008,2024-08-10,Bengaluru,College,Saturday,8,1,0,None,40.01,286,2486.0,710996.0,51524.66,1500000,840528.66,0,0,785704.52
6141,ATM021,2024-02-07,Bengaluru,Hospital,Wednesday,2,0,0,Dussehra,17.7,318,2194.0,697692.0,62014.02,1000000,364322.02,0,1,714885.94
6142,ATM006,2025-09-06,Kolkata,Railway Station,Saturday,9,1,0,None,33.43,194,5427.0,1052838.0,110927.95,2000000,1058089.95,0,0,1364468.19
6143,ATM012,2025-11-08,Mumbai,Bus Stand,Saturday,11,1,0,None,40.17,203,4151.0,1104015.42,150979.02,3000000,2046963.6,0,0,1283767.73
6144,ATM008,2025-10-01,Jaipur,Mall,Wednesday,10,0,0,None,28.11,193,2369.0,570902.51,73258.17,1000000,502355.66,0,0,506852.25
6145,ATM018,2024-08-02,Mumbai,Residential,Friday,8,0,0,None,33.65,93,2141.0,199113.0,25914.79,1000000,826801.79,0,0,235002.31
6146,ATM001,2024-11-04,Bengaluru,Market,Monday,11,0,0,None,25.97,344,4616.0,2124738.4,270155.45,1000000,0.0,1,1,2274360.99
6147,ATM040,2025-07-14,Chennai,Hospital,Monday,7,0,1,None,34.05,213,4515.0,961695.0,49780.3,3000000,2088085.3,0,0,1282435.15
6148,ATM040,2025-04-11,Bengaluru,College,Friday,4,0,0,Holi,41.63,188,4083.0,767604.0,66635.9,2500000,1799031.9,0,0,987909.84
6149,ATM030,2025-09-25,Mumbai,Residential,Thursday,9,0,0,None,27.01,98,2666.0,261268.0,26019.04,3000000,2764751.04,0,0,250490.25
6150,ATM018,2025-12-23,Delhi,Mall,Tuesday,12,0,0,None,21.16,292,5190.0,1716508.59,256916.31,1500000,40407.72,1,1,1848708.67
6151,ATM011,2024-11-12,Jaipur,Market,Tuesday,11,0,1,None,27.37,262,6055.0,1913738.18,214748.14,2500000,801009.96,0,0,2545139.48
6152,ATM028,2024-04-28,Bengaluru,Market,Sunday,4,1,0,None,34.21,332,2654.0,881128.0,98216.88,2000000,1217088.88,0,0,905102.99
6153,ATM018,2024-01-15,Bengaluru,Residential,Monday,1,0,0,None,35.26,189,4696.0,887544.0,131218.43,3000000,2243674.43,0,0,958373.45
6154,ATM021,2025-12-03,Delhi,Mall,Wednesday,12,0,0,Christmas,23.62,488,2564.0,1428269.82,213662.9,2000000,785393.08,0,0,1738323.02
6155,ATM040,2024-01-19,Pune,Market,Friday,1,0,0,None,22.84,390,6495.0,2533050.0,282468.87,2500000,249418.87,0,1,2640074.09
6156,ATM019,2025-04-30,Delhi,College,Wednesday,4,0,0,None,32.92,191,3966.0,757506.0,92329.45,2500000,1834823.45,0,0,823425.71
6157,ATM031,2024-05-29,Mumbai,Hospital,Wednesday,5,0,0,None,25.81,211,2280.0,481080.0,37063.62,1500000,1055983.62,0,0,446435.42
6158,ATM023,2024-08-18,Chennai,Bus Stand,Sunday,8,1,0,None,37.09,144,2633.0,379152.0,35118.75,2500000,2155966.75,0,0,420449.45
6159,ATM013,2024-08-02,Mumbai,Market,Friday,8,0,0,None,41.49,273,1909.0,521157.0,54985.84,1500000,1033828.84,0,0,450879.22
6160,ATM024,2025-02-13,Hyderabad,College,Thursday,2,0,0,Christmas,31.59,176,3615.0,636240.0,43466.62,2000000,1407226.62,0,0,779284.34
6161,ATM023,2025-03-23,Kolkata,College,Sunday,3,1,0,Christmas,17.13,369,3496.0,1290024.0,188909.62,2000000,898885.62,0,0,1940071.5
6162,ATM017,2024-10-30,Hyderabad,Hospital,Wednesday,10,0,0,None,35.38,84,6357.0,637051.72,49706.81,2000000,1412655.09,0,0,751221.61
6163,ATM006,2024-07-05,Chennai,Mall,Friday,7,0,0,None,37.54,334,6172.0,2061448.0,325732.53,3000000,1264284.53,0,0,1964296.17
6164,ATM018,2024-05-14,Bengaluru,Railway Station,Tuesday,5,0,0,None,18.8,365,4244.0,1549060.0,201501.57,2500000,1152441.57,0,0,1853337.08
6165,ATM019,2024-06-08,Jaipur,Residential,Saturday,6,1,0,None,35.02,154,3779.0,581966.0,71156.48,2000000,1489190.48,0,0,715418.07
6166,ATM022,2024-01-24,Hyderabad,Business Area,Wednesday,1,0,0,Dussehra,29.35,423,2050.0,867150.0,140685.24,1500000,773535.24,0,0,1065410.78
6167,ATM011,2025-06-02,Mumbai,Market,Monday,6,0,0,Christmas,41.93,485,6117.0,2966745.0,426768.59,2000000,0.0,1,1,3100978.38
6168,ATM007,2024-05-03,Hyderabad,Residential,Friday,5,0,0,None,19.3,106,2184.0,231504.0,22018.32,2500000,2290514.32,0,0,226692.7
6169,ATM024,2025-02-03,Chennai,Residential,Monday,2,0,0,None,38.43,80,1896.0,151680.0,25820.18,2000000,1874140.18,0,0,172484.63
6170,ATM013,2024-07-26,Kolkata,Market,Friday,7,0,0,None,17.13,336,3919.0,1316784.0,42012.04,2000000,725228.04,0,0,1505022.11
6171,ATM022,2025-02-17,Hyderabad,Mall,Monday,2,0,0,None,22.15,322,5129.0,1651538.0,296667.07,2000000,645129.07,0,0,1761629.28
6172,ATM010,2025-12-07,Chennai,Residential,Sunday,12,1,0,None,36.92,242,5387.0,1717602.34,119042.57,1000000,0.0,1,1,2003139.83
6173,ATM008,2025-03-09,Kolkata,Residential,Sunday,3,1,0,None,33.56,237,5293.0,1254441.0,113275.33,1000000,0.0,1,1,1340041.66
6174,ATM016,2025-01-27,Kolkata,College,Monday,1,0,0,None,28.74,109,5166.0,563094.0,26673.64,1000000,463579.64,0,1,561883.3
6175,ATM027,2025-04-15,Pune,Railway Station,Tuesday,4,0,0,None,31.63,212,6289.0,1333268.0,168509.21,1500000,335241.21,0,1,1239018.52
6176,ATM019,2024-07-24,Pune,Hospital,Wednesday,7,0,0,Diwali,28.59,240,4323.0,1037520.0,95798.71,3000000,2058278.71,0,0,1128989.32
6177,ATM032,2025-09-04,Hyderabad,Business Area,Thursday,9,0,0,None,27.08,212,5593.0,1185716.0,166628.3,1500000,480912.3,0,1,1298141.78
6178,ATM027,2024-02-27,Mumbai,Market,Tuesday,2,0,0,None,40.8,321,5414.0,1737894.0,152005.16,1000000,0.0,1,1,1700864.0
6179,ATM019,2024-12-08,Delhi,Railway Station,Sunday,12,1,0,None,23.86,441,2317.0,1233361.16,173825.21,2000000,940464.05,0,0,1561426.34
6180,ATM040,2025-07-07,Delhi,Residential,Monday,7,0,0,None,17.95,159,4629.0,736011.0,55368.2,2500000,1819357.2,0,0,722571.01
6181,ATM034,2025-11-15,Kolkata,Business Area,Saturday,11,1,0,None,39.35,333,1710.0,655373.06,56607.68,1500000,901234.62,0,0,765439.38
6182,ATM019,2024-05-13,Pune,Residential,Monday,5,0,0,None,19.82,207,2306.0,477342.0,79881.8,1500000,1102539.8,0,0,420306.55
6183,ATM015,2025-02-23,Pune,College,Sunday,2,1,0,None,41.46,236,3397.0,801692.0,144304.3,1000000,342612.3,0,1,850460.43
6184,ATM003,2025-05-15,Bengaluru,Business Area,Thursday,5,0,0,None,33.38,271,3099.0,839829.0,77287.06,2500000,1737458.06,0,0,834997.16
6185,ATM017,2025-04-15,Pune,Residential,Tuesday,4,0,0,None,24.52,200,2468.0,493600.0,45658.56,1000000,552058.56,0,0,574683.0
6186,ATM011,2025-02-08,Mumbai,Hospital,Saturday,2,1,0,None,37.08,220,6268.0,1378960.0,187303.38,2000000,808343.38,0,0,1644832.91
6187,ATM012,2024-09-30,Hyderabad,Mall,Monday,9,0,0,None,27.3,267,3006.0,802602.0,74965.36,2000000,1272363.36,0,0,906906.85
6188,ATM005,2024-01-27,Kolkata,Business Area,Saturday,1,1,0,None,28.85,254,3168.0,804672.0,86829.29,1000000,282157.29,0,1,888067.0
6189,ATM001,2024-08-14,Chennai,Mall,Wednesday,8,0,0,None,24.47,297,1577.0,468369.0,37950.72,1500000,1069581.72,0,0,504236.82
6190,ATM003,2025-06-29,Kolkata,Mall,Sunday,6,1,0,Holi,31.18,432,1971.0,851472.0,76289.72,2500000,1724817.72,0,0,1184297.24
6191,ATM020,2025-09-24,Kolkata,Residential,Wednesday,9,0,0,None,35.01,102,2020.0,206040.0,7507.42,1500000,1301467.42,0,0,176104.18
6192,ATM035,2025-08-25,Jaipur,College,Monday,8,0,0,None,29.25,134,6049.0,810566.0,108539.15,1000000,297973.15,0,1,953738.28
6193,ATM004,2024-10-30,Hyderabad,Mall,Wednesday,10,0,0,None,40.16,199,4824.0,1208592.56,215037.27,1000000,6444.71,1,1,1112416.69
6194,ATM001,2025-02-10,Chennai,College,Monday,2,0,0,None,22.67,169,3087.0,521703.0,60523.63,2500000,2038820.63,0,0,459543.31
6195,ATM001,2024-10-24,Delhi,Market,Thursday,10,0,1,None,23.49,421,6273.0,3250184.98,444415.63,2000000,0.0,1,1,3769368.11
6196,ATM017,2024-02-24,Bengaluru,Bus Stand,Saturday,2,1,0,Eid,35.61,322,2045.0,658490.0,101422.39,3000000,2442932.39,0,0,889519.59
6197,ATM010,2025-04-14,Chennai,College,Monday,4,0,0,Diwali,33.07,304,3701.0,1125104.0,90568.48,3000000,1965464.48,0,0,1549223.55
6198,ATM040,2024-01-24,Kolkata,Business Area,Wednesday,1,0,0,None,39.48,264,2009.0,530376.0,92407.43,3000000,2562031.43,0,0,589413.67
6199,ATM021,2024-05-15,Pune,Mall,Wednesday,5,0,0,None,35.69,321,5147.0,1652187.0,208196.0,1500000,56009.0,0,1,1884317.55
6200,ATM024,2025-10-17,Pune,Residential,Friday,10,0,0,None,21.16,134,1885.0,300500.94,15247.75,1000000,714746.81,0,0,298675.25
6201,ATM029,2025-09-24,Pune,Railway Station,Wednesday,9,0,0,None,38.74,278,3112.0,865136.0,123825.21,1500000,758689.21,0,0,1036306.81
6202,ATM036,2024-12-26,Pune,Railway Station,Thursday,12,0,0,None,25.65,334,5165.0,1914720.94,266765.5,1000000,0.0,1,1,2159163.58
6203,ATM022,2025-11-23,Delhi,Railway Station,Sunday,11,1,1,None,22.3,364,6492.0,2704085.0,375976.85,2500000,171891.85,0,1,2991090.97
6204,ATM016,2024-09-25,Chennai,Railway Station,Wednesday,9,0,0,None,24.98,255,2917.0,743835.0,24165.43,2000000,1280330.43,0,0,759151.92
6205,ATM040,2024-05-11,Mumbai,Railway Station,Saturday,5,1,1,Dussehra,32.28,469,5847.0,2742243.0,333734.91,1500000,0.0,1,1,4406452.17
6206,ATM033,2025-04-04,Delhi,Hospital,Friday,4,0,0,Diwali,41.54,295,4036.0,1190620.0,178299.8,2000000,987679.8,0,0,1627263.16
6207,ATM015,2024-05-02,Delhi,Business Area,Thursday,5,0,0,Christmas,25.75,445,5412.0,2408340.0,82981.49,3000000,674641.49,0,0,2799133.43
6208,ATM036,2025-08-10,Pune,Business Area,Sunday,8,1,0,None,23.26,348,4145.0,1442460.0,256160.58,3000000,1813700.58,0,0,1743195.9
6209,ATM018,2025-01-07,Jaipur,Mall,Tuesday,1,0,0,None,25.98,268,4471.0,1198228.0,193875.71,2500000,1495647.71,0,0,1105174.04
6210,ATM025,2024-01-20,Pune,Mall,Saturday,1,1,0,None,15.47,293,2840.0,832120.0,51556.34,1500000,719436.34,0,0,823628.92
6211,ATM015,2025-02-12,Jaipur,Hospital,Wednesday,2,0,1,None,26.54,238,3374.0,803012.0,144340.98,1000000,341328.98,0,1,935231.84
6212,ATM027,2025-08-31,Delhi,Railway Station,Sunday,8,1,0,None,24.25,342,3726.0,1274292.0,223561.47,1000000,0.0,1,1,1362641.4
6213,ATM033,2025-09-16,Kolkata,Market,Tuesday,9,0,0,None,22.41,274,4204.0,1151896.0,175156.81,1000000,23260.81,1,1,1232492.6
6214,ATM028,2025-06-22,Chennai,Hospital,Sunday,6,1,0,None,16.97,172,4059.0,698148.0,103640.29,2500000,1905492.29,0,0,771678.71
6215,ATM023,2025-06-24,Jaipur,Railway Station,Tuesday,6,0,0,None,20.24,246,4600.0,1131600.0,192933.19,2500000,1561333.19,0,0,1131567.37
6216,ATM026,2025-06-27,Bengaluru,Railway Station,Friday,6,0,1,None,16.47,322,3210.0,1033620.0,104165.12,1500000,570545.12,0,0,1348913.83
6217,ATM029,2025-05-20,Hyderabad,Residential,Tuesday,5,0,0,None,37.92,148,3402.0,503496.0,53439.07,2000000,1549943.07,0,0,430942.78
6218,ATM034,2024-06-20,Kolkata,Business Area,Thursday,6,0,0,Christmas,15.83,458,4261.0,1951538.0,287098.95,2000000,335560.95,0,1,2089392.67
6219,ATM016,2025-01-11,Jaipur,Bus Stand,Saturday,1,1,0,None,19.64,149,3683.0,548767.0,35675.86,3000000,2486908.86,0,0,513060.65
6220,ATM019,2025-12-03,Jaipur,Bus Stand,Wednesday,12,0,0,None,35.11,231,5686.0,1521121.97,245775.95,3000000,1724653.98,0,0,1697947.92
6221,ATM028,2024-02-20,Delhi,Business Area,Tuesday,2,0,0,None,24.93,259,3378.0,874902.0,112812.48,3000000,2237910.48,0,0,912838.65
6222,ATM024,2025-01-19,Jaipur,Residential,Sunday,1,1,0,None,36.15,162,3565.0,577530.0,33038.53,1000000,455508.53,0,1,658969.06
6223,ATM016,2025-09-08,Pune,College,Monday,9,0,0,None,22.88,214,6290.0,1346060.0,220130.1,2000000,874070.1,0,0,1441862.19
6224,ATM014,2025-06-10,Delhi,College,Tuesday,6,0,0,Dussehra,20.86,284,3562.0,1011608.0,97678.4,1000000,86070.4,0,1,1405620.56
